This list contains all games supported by FB Alpha.

2833 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| piranha	|  	| Piranha						| puckman	| 1981	| GL (US Billiar| Pac-man	| 					|
| piranhah	|  	| Piranha (hack)					| puckman	| 1981	| hack		| Pac-man	| 					|
| piranhao	|  	| Piranha (older)					| puckman	| 1981	| GL (US Billiar| Pac-man	| 					|
| g_pirdwu	| D	| Pirates of Dark Wate					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pidw	| D	| Pirates of Dark Wate					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pgoldb	| D	| Pirates! Gold (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pirg	| D	| Pirates! Gold (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pifia	| D	| Pit Fighter (UE) (Jun 1991) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pifg	| D	| Pit Fighter (W) (Oct 1991) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pitfe	| D	| Pitfall - The Mayan Adventure (E) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pitf	| D	| Pitfall - The Mayan Adventure (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| pitfall2	|  	| Pitfall II (315-5093)					| 		| 1985	| Sega		| System 1	| 					|
| pitfallu	|  	| Pitfall II (not encrypted)				| pitfall2	| 1985	| Sega		| System 1	| 					|
| pgoal		|  	| Pleasure Goal - 5 on 5 mini soccer\0Futsal		| 		| 1996	| Saurus	| Neo Geo	| 					|
| pnickj	|  	| Pnickies (940608 Japan)				| 		| 1994	| Compile (Capco| CPS1		| 					|
| g_pocae	| D	| Pocahontas (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_poca	| D	| Pocahontas (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| pnyaa		|  	| Pochi and Nyaa					| 		| 2003	| Aiky / Taito	| Neo Geo	| 					|
| pfghtj	|  	| Pocket Fighter (970904 Japan)				| sgemf		| 1997	| Capcom	| CPS2		| 					|
| ponpoko	|  	| Ponpoko						| 		| 1982	| Sigma Enterpri| Pac-man	| 					|
| ponpokov	|  	| Ponpoko (Venture Line)				| ponpoko	| 1982	| Sigma Enterpri| Pac-man	| 					|
| pootan	|  	| Pootan						| pooyan	| 1982	| bootleg	| misc		| 					|
| pooyan	|  	| Pooyan						| 		| 1982	| Konami	| misc		| 					|
| pooyans	|  	| Pooyan (Stern)					| pooyan	| 1982	| [Konami] (Ster| misc		| 					|
| popbounc	|  	| Pop 'n Bounce\0Gapporin				| 		| 1997	| Video System C| Neo Geo	| 					|
| g_popue	| D	| Populous (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_popuj	| D	| Populous (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_popu	| D	| Populous (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pop2	| D	| Populous II - Two Tribes (E) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_path	| D	| Power Athlete (J) [!]					| 		| 1900	| Kaneko	| Megadrive	| 					|
| pdriftj	|  	| Power Drift (Japan)					| pdrift	| 1988	| Sega		| Y-Board	| 					|
| pdrifta	|  	| Power Drift (World)					| pdrift	| 1988	| Sega		| Y-Board	| 					|
| pdrifte	|  	| Power Drift (World, Earlier)				| pdrift	| 1988	| Sega		| Y-Board	| 					|
| pdrift	|  	| Power Drift (World, Rev A)				| 		| 1988	| Sega		| Y-Board	| 					|
| g_pdri	| D	| Power Drive (E) (M5) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pins	| D	| Power Instinct (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| powerina	|  	| Power Instinct (USA, bootleg set 1)			| powerins	| 1993	| Atlus		| Miscellaneous	| 					|
| powerinb	|  	| Power Instinct (USA, bootleg set 2)			| powerins	| 1993	| Atlus		| Miscellaneous	| 					|
| g_pmonj	| D	| Power Monger (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pmon	| D	| Power Monger (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| pspikes2	|  	| Power Spikes II					| 		| 1994	| Video System C| Neo Geo	| 					|
| g_pwbl	| D	| Powerball (U) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| pgearr1	|  	| Powered Gear - strategic variant armor equipment (9409| armwar	| 1994	| Capcom	| CPS2		| 					|
| pgear		|  	| Powered Gear - strategic variant armor equipment (9410| armwar	| 1994	| Capcom	| CPS2		| 					|
| g_pre2	| D	| Predator 2 (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| preisle2	|  	| Prehistoric Isle 2					| 		| 1999	| Yumekobo / Sau| Neo Geo	| 					|
| prehislu	|  	| Prehistoric Isle in 1930 (US)				| prehisle	| 1989	| SNK of America| Prehistoric Is| 					|
| prehisle	|  	| Prehistoric Isle in 1930 (World)			| 		| 1989	| SNK		| Prehistoric Is| 					|
| g_pman	| D	| Premier Manager (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pm97	| D	| Premier Manager 97 (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| sailormo	|  	| Pretty Soldier Sailor Moon (version 95/03/22)		| sailormn	| 1995	| BanPresto / Ga| Cave		| 					|
| sailormn	|  	| Pretty Soldier Sailor Moon (version 95/03/22B)	| 		| 1995	| BanPresto / Ga| Cave		| 					|
| g_prim	| D	| Primal Rage (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_persb1	| D	| Prince of Persia (Beta 1)				| 		| 1993	| Domark	| Megadrive	| 					|
| g_persb2	| D	| Prince of Persia (Beta 2)				| 		| 1993	| Domark	| Megadrive	| 					|
| g_perse	| D	| Prince of Persia (E)					| 		| 1993	| Domark	| Megadrive	| 					|
| g_prin	| D	| Prince of Persia (U) [!]				| 		| 1993	| Domark	| Megadrive	| 					|
| g_princ2	| D	| Prince of Persia 2 (Prototype)			| 		| 1900	| Psygnosis	| Megadrive	| 					|
| g_prho	|  	| Pro Hockey (J) [!]					| g_nhlh	| 1900	| Unsorted	| Megadrive	| 					|
| g_prqu	| D	| Pro Quarterback (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_probot	| D	| Probotector (E) [!]					| 		| 1994	| Konami	| Megadrive	| 					|
| progeara	|  	| Progear (010117 Asia)					| progear	| 2001	| Capcom / Cave	| CPS2		| 					|
| progear	|  	| Progear (010117 USA)					| 		| 2001	| Capcom / Cave	| CPS2		| 					|
| progearj	|  	| Progear No Arashi (010117 Japan)			| progear	| 2001	| Capcom / Cave	| CPS2		| 					|
| g_psyobl	| D	| Psy-O-Blade Moving Adventure (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ppin	| D	| Psycho Pinball (E) (Oct 1994) (M5) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ppina	| D	| Psycho Pinball (E) (Sep 1994) (M5) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| puckmanh	|  	| Puckman (Falcom?)					| puckman	| 1981	| hack		| Pac-man	| 					|
| puckmanf	|  	| PuckMan (Japan set 1 with speedup hack)		| puckman	| 1980	| Namco		| Pac-man	| 					|
| puckman	|  	| PuckMan (Japan set 1, Probably Bootleg)		| 		| 1980	| Namco		| Pac-man	| 					|
| puckmana	|  	| PuckMan (Japan set 2)					| puckman	| 1981	| Namco		| Pac-man	| 					|
| puckmod	|  	| PuckMan (Japan set 3)					| puckman	| 1981	| Namco		| Pac-man	| 					|
| g_puggsb	| D	| Puggsy (Beta)						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_puggse	| D	| Puggsy (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_pugg	| D	| Puggsy (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_puls	| D	| Pulseman (J) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| pulstar	|  	| Pulstar						| 		| 1995	| Aicom		| Neo Geo	| 					|
| g_puni	| D	| Punishe						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_punise	| D	| Punishe						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_putter	| D	| Putter Golf (SN) (J) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| g_puyo	| D	| Puyo Puyo (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_puy200	| D	| Puyo Puyo Tsu (J) (REV00) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_puy2	| D	| Puyo Puyo Tsu (J) (REV01) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| pzloop2j	|  	| Puzz Loop 2 (010205 Japan)				| pzloop2	| 2001	| Mitchell, dist| CPS2		| 					|
| pzloop2	|  	| Puzz Loop 2 (010302 Euro)				| 		| 2001	| Mitchell, dist| CPS2		| 					|
| pbobblen	|  	| Puzzle Bobble (set 1)\0Bust-A-Move			| 		| 1994	| Taito		| Neo Geo	| 					|
| pbobblna	|  	| Puzzle Bobble (set 2)\0Bust-A-Move			| pbobblen	| 1994	| Taito		| Neo Geo	| 					|
| pbobbl2n	|  	| Puzzle Bobble 2\0Bust-A-Move Again			| 		| 1999	| Taito		| Neo Geo	| 					|
| pzlbowl	|  	| Puzzle De Bowling (Japan)				| 		| 1999	| Nihon System /| Newer Seta	| 					|
| puzzledp	|  	| Puzzle De Pon						| 		| 1995	| Taito (Visco l| Neo Geo	| 					|
| puzzldpr	|  	| Puzzle De Pon R					| puzzledp	| 1997	| Taito (Visco l| Neo Geo	| 					|
| 4in1boot	|  	| Puzzle King						| 		| 2002	| K1 Soft	| Kaneko Pandora| 					|
| puzlstar	|  	| Puzzle Star (V100MG)					| 		| 1999	| IGS		| PGM		| Unemulated protection			|
| uopoko	|  	| Puzzle Uo Poko (International)			| 		| 1999	| Cave / Jaleco	| Cave		| 					|
| joyjoy	|  	| Puzzled\0Joy Joy Kid					| 		| 1990	| SNK		| Neo Geo	| 					|
| puzzli2	| D NW	| Puzzli 2 Super (V200)					| 		| 2001	| IGS		| PGM		| 					|
| g_pymag	| D	| Pyramid Magic (SN) (J) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| g_pymag2	| D	| Pyramid Magic II (SN) (J) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| g_pymag3	| D	| Pyramid Magic III (SN) (J) [!]			| 		| 1994	| Sega		| Megadrive	| 					|
| g_pymags	| D	| Pyramid Magic Special (SN) (J) [!]			| 		| 1994	| Sega		| Megadrive	| 					|
| g_quac00	| D	| Quack Shot Starring Donald Duck (W) (REV00) [!]	| 		| 1994	| Disney / Sega	| Megadrive	| 					|
| g_quac	| D	| Quack Shot Starring Donald Duck (W) (REV01) [!]	| 		| 1991	| Disney / Sega	| Megadrive	| 					|
| g_quac01	| D	| Quack Shot Starring Donald Duck (W) (REV01) [a1][c][!]| 		| 1994	| Disney / Sega	| Megadrive	| 					|
| g_quad	| D	| Quad Challenge (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| quartet1	|  	| Quartet (8751 315-5194)				| quartet	| 1986	| Sega		| System 16A	| 					|
| quartet	|  	| Quartet (Rev A, 8751 317-unknown)			| 		| 1986	| Sega		| System 16A	| 					|
| quart21	|  	| Quartet 2 (8751 317-0010)				| quartet	| 1986	| Sega		| System 16A	| 					|
| quart2	|  	| Quartet 2 (unprotected)				| quartet	| 1986	| Sega		| System 16A	| 					|
| qadj		|  	| Quiz & Dragons (940921 Japan)				| qad		| 1992	| Capcom	| CPS1		| 					|
| qad		|  	| Quiz & Dragons (capcom quiz game 920701 USA)		| 		| 1992	| Capcom	| CPS1		| 					|
| quizdais	|  	| Quiz Daisousa Sen - the last count down		| 		| 1991	| SNK		| Neo Geo	| 					|
| quizkof	|  	| Quiz King of Fighters					| 		| 1995	| Saurus	| Neo Geo	| 					|
| quizdai2	|  	| Quiz Meintantei Neo Geo - quiz daisousa sen part 2	| 		| 1992	| SNK		| Neo Geo	| 					|
| qndream	|  	| Quiz Nanairo Dreams - nijiirochou no kiseki (nanairo d| 		| 1996	| Capcom	| CPS2		| 					|
| quizo		|  	| Quiz Olympic						| 		| 1985	| Seoul Coin Cor| Miscellaneous	| 					|
| qtono2	|  	| Quiz Tonosama no Yabou 2 Zenkoku-ban (tonosama 2 95012| 		| 1995	| Capcom	| CPS1		| 					|
| rtypelej	| D NW	| R-Type Leo (Japan)					| rtypeleo	| 1992	| Irem		| Miscellaneous	| Preliminary driver			|
| rtypeleo	| D NW	| R-Type Leo (World)					| 		| 1992	| Irem		| Miscellaneous	| Preliminary driver			|
| g_race	| D	| Race Drivin' (U) [!]					| 		| 1993	| Tengen / Atari| Megadrive	| 					|
| rachero	|  	| Racing Hero (FD1094 317-0144)				| 		| 1989	| Sega		| X-Board	| 					|
| radicasf	| D	| Radica: Street Fighter Pack (Street Fighter 2' Special| 		| 2004	| Radica Games /| Megadrive	| 					|
| radicav1	| D	| Radica: Volume 1 (Sonic the Hedgeho			| 		| 2004	| Radica Games /| Megadrive	| 					|
| g_rrexe	| D	| Radical Rex (E)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_radr	| D	| Radical Rex (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| rotd		|  	| Rage of the Dragons					| 		| 2002	| Evoga / Playmo| Neo Geo	| 					|
| g_ragna	| D	| Ragnacenty (J) [!]					| 		| 1994	| Sega		| Megadrive	| 					|
| raiden	|  	| Raiden						| 		| 1990	| Seibu Kaihatsu| Miscellaneous	| 					|
| raidena	|  	| Raiden (Alternate Hardware)				| raiden	| 1990	| Seibu Kaihatsu| Miscellaneous	| 					|
| raidenk	|  	| Raiden (Korea)					| raiden	| 1990	| Seibu Kaihatsu| Miscellaneous	| 					|
| raident	|  	| Raiden (Taiwan)					| raiden	| 1990	| Seibu Kaihatsu| Miscellaneous	| 					|
| g_raid	| D	| Raiden Trad (JU) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| rchase	|  	| Rail Chase (Japan)					| 		| 1991	| Sega		| Y-Board	| 					|
| rainbowe	|  	| Rainbow Islands (Extra)				| rainbow	| 1988	| Taito		| Custom Taito	| 					|
| rainbow	|  	| Rainbow Islands (new version)				| 		| 1987	| Taito		| Custom Taito	| 					|
| rainbowo	|  	| Rainbow Islands (old version)				| rainbow	| 1987	| Taito		| Custom Taito	| 					|
| g_rain	| D	| Rainbow Islands - The Story of Bubble Bobble 2 (J) [c]| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ram300	| D	| Rambo III (W) (REV00) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ram3	| D	| Rambo III (W) (REV01) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ramp	| D	| Rampart (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ranxe	| D	| Ranger-X (E) [!]					| 		| 1993	| Sega / Gau	| Megadrive	| 					|
| g_ranx	| D	| Ranger-X (U) [!]					| 		| 1993	| Sega / Gau	| Megadrive	| 					|
| g_ransei	| D	| Ransei no Hasha (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| rastanu	|  	| Rastan (US set 1)					| rastan	| 1987	| Taito		| Custom Taito	| 					|
| rastanu2	|  	| Rastan (US set 2)					| rastan	| 1987	| Taito		| Custom Taito	| 					|
| rastan	|  	| Rastan (World)					| 		| 1987	| Taito		| Custom Taito	| 					|
| rastsag1	|  	| Rastan Saga (Japan rev 1)				| rastan	| 1987	| Taito		| Custom Taito	| 					|
| rastsaga	|  	| Rastan Saga (Japan)					| rastan	| 1987	| Taito		| Custom Taito	| 					|
| g_rastj	| D	| Rastan Saga II (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rast	| D	| Rastan Saga II (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rb3		| D	| RBI Baseball 3 (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rbi4b	| D	| RBI Baseball 4 (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rb4		| D	| RBI Baseball 4 (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rb93	| D	| RBI Baseball 93 (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rb94	| D	| RBI Baseball 94 (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| raf102j	|  	| Real and Fake\0Photo Y2K (V102, Japanese Board)	| photoy2k	| 1999	| IGS		| PGM		| 					|
| rbff1		|  	| Real Bout Fatal Fury - Real Bout Garou Densetsu	| 		| 1995	| SNK		| Neo Geo	| 					|
| rbff1a	|  	| Real Bout Fatal Fury - Real Bout Garou Densetsu (bug f| rbff1		| 1995	| SNK		| Neo Geo	| 					|
| rbff2k	|  	| Real Bout Fatal Fury 2 - the newcomers (Korean Release| rbff2		| 1998	| SNK		| Neo Geo	| 					|
| rbff2		|  	| Real Bout Fatal Fury 2 - the newcomers (set 1)\0Real B| 		| 1998	| SNK		| Neo Geo	| 					|
| rbff2h	|  	| Real Bout Fatal Fury 2 - the newcomers (set 2)\0Real B| rbff2		| 1998	| SNK		| Neo Geo	| 					|
| rbffspec	|  	| Real Bout Fatal Fury Special\0Real Bout Special	| 		| 1996	| SNK		| Neo Geo	| 					|
| redearth	|   NW	| Red Earth (Euro 961121)				| 		| 1996	| Capcom	| CPS-3		| 					|
| redeartn	|  	| Red Earth (Euro 961121, NO CD)			| redearth	| 1996	| Capcom	| CPS-3		| 					|
| g_redz	| D	| Red Zone (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| reguluso	|  	| Regulus (315-5033)					| regulus	| 1983	| Sega		| System 1	| 					|
| regulus	|  	| Regulus (315-5033, rev. A)				| 		| 1983	| Sega		| System 1	| 					|
| regulusu	|  	| Regulus (not encrypted)				| regulus	| 1983	| Sega		| System 1	| 					|
| g_renstb	| D	| Ren and Stimpy Sho					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_renste	| D	| Ren and Stimpy Sho					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rens	| D	| Ren and Stimpy Sho					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_renthe	| D	| Rent A Hero (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| repulse	|  	| Repulse						| sonofphx	| 1985	| Sega		| Kyugo		| 					|
| g_resq	| D	| Resq (Beta)						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rshi00	| D	| Revenge of Shinob					| 		| 1990	| Sega		| Megadrive	| 					|
| g_rshi02	| D	| Revenge of Shinob					| 		| 1990	| Sega		| Megadrive	| 					|
| g_revs	| D	| Revenge of Shinob					| 		| 1990	| Sega		| Megadrive	| 					|
| g_rshi01	| D	| Revenge of Shinob					| 		| 1990	| Sega		| Megadrive	| 					|
| revenger	| D NW	| Revenger						| 		| 1984	| Epos Corporati| EPOS Tristar	| Bad dump				|
| g_revx	| D	| Revolution X (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rsbt	| D	| Richard Scarry's Busytown (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_riddle	| D	| Riddle Wired (SN) (J)					| 		| 1900	| Sega		| Megadrive	| 					|
| ridhero	|  	| Riding Hero (set 1)					| 		| 1990	| SNK		| Neo Geo	| 					|
| ridheroh	|  	| Riding Hero (set 2)					| ridhero	| 1990	| SNK		| Neo Geo	| 					|
| ringdest	|  	| Ring of Destruction - slammasters II (940902 Euro)	| 		| 1994	| Capcom	| CPS2		| 					|
| g_rop		| D	| Rings of Power (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| riot		|  	| Riot							| 		| 1992	| NMK		| Miscellaneous	| 					|
| riotcity	|  	| Riot City (Japan)					| 		| 1991	| Sega / Westone| System 16B	| 					|
| g_rise	| D	| Rise of the Robots (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_risk	| D	| Risk (U) [!]						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rwoo	| D	| Risky Woods (UE) [!]					| 		| 1900	| Electronic Art| Megadrive	| 					|
| g_rist00	| D	| Ristar (UE) (REV00)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rist	| D	| Ristar (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ristj	| D	| Ristar - The Shooting Star (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_roadbj	| D	| Road Blasters (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rbls	| D	| Road Blasters (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rrsh	| D	| Road Rash (UE) [c][!]					| 		| 1991	| Electronic Art| Megadrive	| 					|
| g_rrs3	| D	| Road Rash 3 (UE) [!]					| 		| 1995	| Electronic Art| Megadrive	| 					|
| g_rrsh2j	| D	| Road Rash II (J) [!]					| 		| 1992	| Electronic Art| Megadrive	| 					|
| g_rrs2	| D	| Road Rash II (UE) (REV00) [!]				| 		| 1992	| Electronic Art| Megadrive	| 					|
| g_rrsh22	| D	| Road Rash II (UE) (REV02) [c][!]			| 		| 1992	| Electronic Art| Megadrive	| 					|
| roboarmy	|  	| Robo Army (set 1)					| 		| 1991	| SNK		| Neo Geo	| 					|
| robocopb	| D	| Robocop (World bootleg)				| robocop	| 1988	| bootleg	| DEC0		| 					|
| robocop	| D	| Robocop (World revision 4)				| 		| 1988	| Data East Corp| DEC0		| 					|
| g_robo3	| D	| Robocop 3 (UE) [!]					| 		| 1993	| Acclaim	| Megadrive	| 					|
| g_robtb1	| D	| Robocop Versus The Terminator (Beta 1)		| 		| 1993	| Virgin	| Megadrive	| 					|
| g_robtb2	| D	| Robocop Versus The Terminator (Beta 2)		| 		| 1993	| Virgin	| Megadrive	| 					|
| g_robte	| D	| Robocop Versus The Terminator (E)			| 		| 1993	| Virgin	| Megadrive	| 					|
| g_robt	| D	| Robocop Versus The Terminator (U) [!]			| 		| 1993	| Virgin	| Megadrive	| 					|
| g_robobt	| D	| Robot Battler (SN) (J)				| 		| 1900	| Sega		| Megadrive	| 					|
| g_robw	| D	| Robot Wreckage (Beta)					| 		| 1993	| Sega / Novotra| Megadrive	| 					|
| g_robwrb	| D	| Robot Wreckage (Beta)					| 		| 1993	| Sega / Novotra| Megadrive	| 					|
| rockduck	|  	| Rock Duck (prototype?)				| 		| 1983	| Datel SAS	| misc		| incorrect colors			|
| g_rnrre	| D	| Rock n' Roll Racing (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rrr		| D	| Rock n' Roll Racing (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rkadve	| D	| Rocket Knight Adventures (E) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rkadvj	| D	| Rocket Knight Adventures (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rkni	| D	| Rocket Knight Adventures (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| rockmanj	|  	| Rockman - the power battle (950922 Japan)		| megaman	| 1995	| Capcom	| CPS1		| 					|
| rckman2j	|  	| Rockman 2 - the power fighters (960708 Japan)		| megaman2	| 1996	| Capcom	| CPS2		| 					|
| g_rmmw	| D	| Rockman Megaworld (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rkmnja	| D	| Rockman Megaworld (J) [a1][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| rmancp2j	|  	| Rockman: The Power Battle (950922 Japan)		| mmancp2u	| 1999	| Capcom	| CPS2		| 					|
| g_rcvm	| D	| Roger Clemens' MVP Baseball (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rthn2e	| D	| Rolling Thunder 2 (E) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rthn2j	| D	| Rolling Thunder 2 (J) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rth2	| D	| Rolling Thunder 2 (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rth3	| D	| Rolling Thunder 3 (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_rolo	| D	| Rolo to the Rescue (UE) [!]				| 		| 1992	| Electronic Art| Megadrive	| 					|
| g_r3k2	| D	| Romance of the Three Kingdoms II (U) [!]		| 		| 1900	| Koei		| Megadrive	| 					|
| g_r3k3	| D	| Romance of the Three Kingdoms III (U) [!]		| 		| 1900	| Koei		| Megadrive	| 					|
| g_ron98b	| D	| Ronaldinho 98 (B) [c][!]				| 		| 1998	| bootleg	| Megadrive	| 					|
| route16	|  	| Route 16						| 		| 1981	| Tehkan/Sun (Ce| Route 16	| 					|
| route16b	|  	| Route 16 (bootleg)					| route16	| 1981	| bootleg	| Route 16	| 					|
| route16a	|  	| Route 16 (set 2)					| route16	| 1981	| Tehkan/Sun (Ce| Route 16	| 					|
| routex	|  	| Route X (bootleg)					| route16	| 1981	| bootleg	| Route 16	| 					|
| g_roybld	| D	| Royal Blood (J) [!]					| 		| 1900	| Koei		| Megadrive	| 					|
| g_rw93	| D	| Rugby World Cup 1995 (UE) (M3) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_runark	| D	| Runark (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| ryukyu	|  	| RyuKyu (Japan, FD1094 317-5023)			| 		| 1990	| Success / Sega| System 16B	| 					|
| g_ryuuko	|  	| Ryuuko no Ken (J) [!]					| g_aof		| 1994	| SNK / Sega	| Megadrive	| 					|
| srdmissn	|  	| S.R.D. Mission					| 		| 1986	| Taito Corporat| Kyugo		| 					|
| g_sagia	| D	| Sagaia (U) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_sswoj	| D	| Saint Sword (J) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_sswo	| D	| Saint Sword (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_samex3	| D	| Same! Same! Same! (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
